"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-"
"*0429m*","Joe Barlow","(N/A)","RP","2008","FA","30","","0","0","-","1%","0%"
"*04eg2*","Charlie Barnes","CHC","SP","2009","FA","30","","0","0","-","0%","0%"
"*02c14*","Jacob Barnes","(N/A)","RP","2010","FA","35","","0","0","-","0%","0%"
"*0260w*","Matt Barnes","(N/A)","RP","2011","FA","35","","0","0","-","0%","0%"
"*06s3l*","Zach Barnes","(N/A)","RP","2012","FA","26","","0","0","-","0%","0%"
"*06qo3*","Sean Barnett","SD","UT,RP","2013","FA","22","","0","0","-","1%","0%"
"*022vw*","Tucker Barnhart","(N/A)","C","2014","FA","35","","0","0","-","0%","0%"
"*06hpr*","Zane Barnhart","BAL","RP","2015","FA","23","","0","0","-","0%","0%"
"*06fzm*","Boston Baro","NYM","3B,SS","2016","FA","21","","0","0","-","5%","0%"
"*06rmd*","Meykel Baro","BAL","SS","2017","FA","17","","0","0","-","0%","0%"
"*06amk*","Sadiel Baro","(N/A)","RP","2018","FA","21","","0","0","-","0%","0%"
"*070c5*","Alex Barr","ATH","SP","2019","FA","19","","0","0","-","0%","0%"
"*06v1w*","Matt Barr","MIN","SP","2020","FA","20","","0","0","-","5%","0%"
"*02n0z*","Kyle Barraclough","(N/A)","RP","2021","FA","35","","0","0","-","0%","0%"
"*06gis*","Chris Barraza","(N/A)","SP","2022","FA","26","","0","0","-","0%","0%"
"*06qxd*","Elis Barreat","(N/A)","2B","2023","FA","22","","0","0","-","0%","0%"
"*06hnc*","Diego Barrera","ATH","RP","2024","FA","25","","0","0","-","0%","0%"
"*041sn*","Tres Barrera","WSH","C","2025","FA","31","","0","0","-","0%","0%"
"*06zcw*","Emilio Barreras","MIA","3B","2026","FA","22","","0","0","-","0%","0%"
"*04dwv*","Jose Barrero","BAL","SS,CF","2027","FA","27","","0","0","-","2%","0%"
"*02ni1*","Franklin Barreto","(N/A)","CF","2028","FA","30","","0","0","-","0%","0%"
"*06rtc*","Yulian Barreto","SF","2B","2029","FA","18","NYY Wed 8:05PM","0","0","-","1%","0%"
"*06qur*","Seamus Barrett","LAD","RP","2030","FA","25","","0","0","-","0%","0%"
"*03ysq*","Jaime Barria","(N/A)","SP,RP","2031","FA","29","","0","0","-","0%","0%"
"*05rfo*","Brandon Barriera","TOR","SP","2032","FA","22","","0","0","-","16%","0%"
"*066rw*","Alberto Barriga","ARI","C","2033","FA","21","","0","0","-","0%","0%"
"*060oa*","Malik Barrington","(N/A)","SP","2034","FA","28","","0","0","-","0%","0%"
"*05rbt*","Gregory Barrios","TB","SS","2035","FA","21","","0","0","-","2%","0%"
"*05yiw*","Johan Barrios","(N/A)","SS","2036","FA","21","","0","0","-","0%","0%"
"*06rvu*","Jose Barrios","MIN","2B","2037","FA","18","","0","0","-","0%","0%"
"*06ukm*","Marco Barrios","CHW","RP","2038","FA","20","","0","0","-","0%","0%"
"*06z5y*","Nicolas Barrios","MIL","LF","2039","FA","17","","0","0","-","0%","0%"
"*05yl9*","Beycker Barroso","(N/A)","C","2040","FA","23","","0","0","-","0%","0%"
"*06fzo*","Braden Barry","TOR","CF","2041","FA","24","","0","0","-","0%","0%"
"*06uxn*","Justin Barry","BOS","3B","2042","FA","19","","0","0","-","0%","0%"
"*04prx*","Cameron Barstad","CLE","C","2043","FA","25","","0","0","-","0%","0%"
"*06kwv*","Blake Barthol","(N/A)","3B","2044","FA","22","","0","0","-","0%","0%"
"*05172*","Will Bartlett","(N/A)","1B","2045","FA","25","","0","0","-","0%","0%"
"*06hhb*","Caleb Bartolero","LAA","3B","2046","FA","26","","0","0","-","0%","0%"
"*06mmo*","Javier Bartolozzi","LAD","RP","2047","FA","20","","0","0","-","0%","0%"
"*06rfw*","Hudson Barton","(N/A)","SP","2048","FA","19","","0","0","-","0%","0%"
"*06aqh*","Andersson Barvosa","TB","RP","2049","FA","20","","0","0","-","0%","0%"
"*060vy*","Edgar Basabe","(N/A)","CF","2050","FA","21","","0","0","-","0%","0%"
"*04ni5*","Osleivis Basabe","SF","2B,3B,SS","2051","FA","25","NYY Wed 8:05PM","0","0","-","4%","0%"
"*06fqi*","Andrew Bash","MIN","RP","2052","FA","29","","0","0","-","0%","0%"
"*073nv*","Braston Basker","(N/A)","SS","2053","FA","13","","0","0","-","0%","0%"
"*064p7*","Andy Basora","KC","RP","2054","FA","20","","0","0","-","0%","0%"
"*06hrp*","Jayson Bass","MIN","1B","2055","FA","19","","0","0","-","0%","0%"
"*061zg*","Angel Bastardo","TOR","SP","2056","FA","23","","0","2","463.5","6%","0%"
"*072yk*","Kinon Bastian","(N/A)","2B,LF,CF,RF","2057","FA","17","","0","0","-","0%","0%"
"*05rdo*","Abel Bastidas","(N/A)","2B,3B","2058","FA","22","","0","0","-","1%","0%"
"*06z5o*","Abraham Bastidas","SD","2B","2059","FA","19","","0","0","-","0%","0%"
"*0603r*","Jesus Bastidas","MIA","3B,SS","2060","FA","27","","0","0","-","0%","0%"
"*06kkb*","Boston Bateman","BAL","SP","2061","FA","20","","0","0","-","16%","0%"
"*06fpn*","Brett Bateman","CHC","CF","2062","FA","23","","0","0","-","1%","0%"
"*06sc3*","Adam Bates","BOS","SP,RP","2063","FA","20","","0","0","-","0%","0%"
"*06afa*","Charlie Bates","(N/A)","SS","2064","FA","20","","0","0","-","0%","0%"
"*06ce9*","Aldrin Batista","CHW","RP","2065","FA","22","","0","0","-","2%","0%"
"*06mif*","Andry Batista","TEX","RF","2066","FA","18","","0","0","-","0%","0%"
"*066qc*","Arfeni Batista","(N/A)","SS","2067","FA","21","","0","0","-","0%","0%"
"*06c2v*","Carlos Batista","WSH","LF","2068","FA","20","","0","0","-","0%","0%"
"*06ky8*","Domingo Batista","TB","RF","2069","FA","19","","0","0","-","0%","0%"
"*061zx*","Edinson Batista","(N/A)","SP","2070","FA","23","","0","0","-","0%","0%"
"*06uqd*","Erick Batista","SD","RP","2071","FA","20","","0","0","-","0%","0%"
"*04yj2*","Freuddy Batista","HOU","C","2072","FA","26","","0","0","-","0%","0%"
"*06klc*","Gilberto Batista","TOR","SP,RP","2073","FA","21","","0","0","-","1%","0%"
"*06r6i*","Guillermo Batista","DET","3B","2074","FA","19","","0","0","-","0%","0%"
"*066q9*","Reminton Batista","(N/A)","CF","2075","FA","21","","0","0","-","0%","0%"
"*06c87*","Yadiel Batista","STL","SP,RP","2076","FA","21","","0","0","-","0%","0%"
"*06zct*","Keegan Batka","(N/A)","SP","2077","FA","23","","0","0","-","0%","0%"
"*052im*","Matthew Batten","(N/A)","1B,3B","2078","FA","30","","0","0","-","0%","0%"
"*05177*","Peyton Battenfield","(N/A)","SP","2079","FA","28","","0","0","-","1%","0%"
"*0648w*","Jalen Battles","TB","3B","2080","FA","26","","0","0","-","0%","0%"
"*06tf8*","Jack Bauer","(N/A)","SP","2081","FA","19","","0","0","-","1%","0%"
"*025hm*","Trevor Bauer","(N/A)","SP","2082","FA","35","","0","0","-","1%","0%"
"*04nay*","Tyler Baum","WSH","RP","2083","FA","28","","0","0","-","0%","0%"
"*06qu6*","Tanner Bauman","NYY","SP,RP","2084","FA","23","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06aqk*","Garrett Baumann","ATL","SP","2085","FA","21","","0","1","461.7","10%","0%"
"*04efe*","Mike Baumann","(N/A)","RP","2086","FA","30","","0","0","-","1%","0%"
"*05u9j*","Jackson Baumeister","TB","SP","2087","FA","23","","0","0","-","13%","0%"
"*06hir*","Collin Baumgartner","COL","RP","2088","FA","27","","0","0","-","0%","0%"
"*05lg1*","Carter Baumler","TEX","RP","2089","FA","24","","0","0","460.4","6%","0%"
"*066jn*","Nick Bautista III","TEX","SP","2090","FA","24","","0","0","-","0%","0%"
"*04pf7*","Danny Bautista","(N/A)","RF","2091","FA","25","","0","0","-","0%","0%"
"*066te*","Erick Bautista","(N/A)","CF","2092","FA","21","","0","0","-","0%","0%"
"*05t64*","Felix Bautista","BAL","RP","2093","FA","30","","0","2","465.6","49%","0%"
"*06kuh*","Israfell Bautista","TB","CF","2094","FA","19","","0","0","-","0%","0%"
"*066ou*","Jeremy Bautista","(N/A)","C","2095","FA","21","","0","0","-","0%","0%"
"*06ek9*","Jorge Bautista","(N/A)","SP","2096","FA","25","","0","0","-","0%","0%"
"*05uop*","Kelvin Bautista","(N/A)","RP","2097","FA","26","","0","0","-","0%","0%"
"*06ps3*","Yorger Bautista","SEA","CF","2098","FA","18","","0","0","-","32%","0%"
"*06zcy*","John Bay","NYM","RF","2099","FA","24","","0","0","-","0%","0%"
"*06v4z*","Max Bayles","(N/A)","SP","2100","FA","21","","0","0","-","0%","0%"
"*06s3e*","Jarod Bayless","PIT","SP,RP","2101","FA","29","","0","0","-","0%","0%"
"*0512t*","Jamari Baylor","(N/A)","SS","2102","FA","25","","0","0","-","0%","0%"
"*06yt9*","Sterling Bazil","DET","SS","2103","FA","17","","0","0","-","0%","0%"
"*06c5i*","Kevin Bazzell","WSH","C","2104","FA","22","","0","0","-","2%","0%"
"*06qiv*","Noah Beal","TB","RP","2105","FA","24","","0","0","-","0%","0%"
"*060ig*","Drew Beam","KC","SP","2106","FA","23","","0","0","-","7%","0%"
"*06sjo*","Trey Beard","(N/A)","SP","2107","FA","21","","0","0","-","0%","0%"
"*03qpz*","Matt Beaty","(N/A)","1B","2108","FA","32","","0","0","-","0%","0%"
"*06qnd*","Christian Becerra","MIN","SP","2109","FA","22","","0","0","-","0%","0%"
"*04egk*","Andrew Bechtold","PHI","RP","2110","FA","29","","0","0","-","0%","0%"
"*05uce*","Brendan Beck","NYY","SP","2111","FA","27","@SF Wed 8:05PM","0","0","-","3%","0%"
"*051gy*","Jace Beck","CHC","RP","2112","FA","25","","0","0","-","0%","0%"
"*06qjt*","Jagger Beck","HOU","RP","2113","FA","19","","0","0","-","0%","0%"
"*065ix*","Jared Beck","WSH","RP","2114","FA","25","","0","0","-","0%","0%"
"*06hvc*","Brandon Beckel","PHI","SP,RP","2115","FA","24","","0","0","-","0%","0%"
"*04t99*","Austin Becker","(N/A)","RP","2116","FA","26","","0","0","-","0%","0%"
"*06qjs*","Colton Becker","KC","3B,SS","2117","FA","24","","0","0","-","0%","0%"
"*06l5d*","Eric Becker","(N/A)","2B","2118","FA","20","","0","0","-","1%","0%"
"*068a5*","Matthew Becker","MIN","SP,RP","2119","FA","23","","0","0","-","0%","0%"
"*06utc*","Nick Becker","SEA","SS","2120","FA","19","","0","0","-","19%","0%"
"*06uju*","David Beckles","TOR","1B","2121","FA","21","","0","0","-","0%","0%"
"*05gs7*","Ian Bedell","STL","SP","2122","FA","26","","0","0","-","1%","0%"
"*05t9e*","Will Bednar","SF","RP","2123","FA","25","NYY Wed 8:05PM","0","0","-","7%","0%"
"*02bq5*","Tyler Beede","CHC","RP","2124","FA","32","","0","0","-","0%","0%"
"*06qob*","Merritt Beeker","WSH","RP","2125","FA","24","","0","0","-","0%","0%"
"*0414k*","Seth Beer","(N/A)","1B","2126","FA","29","","0","0","-","1%","0%"
"*061hw*","Blake Beers","ATH","SP","2127","FA","27","","0","0","-","0%","0%"
"*06mpj*","Landon Beidelschies","ATL","SP","2128","FA","21","","0","0","-","1%","0%"
"*06pgf*","Charlie Beilenson","SEA","RP","2129","FA","26","","0","0","-","1%","0%"
"*06hu6*","Jarrod Belbin","(N/A)","1B","2130","FA","25","","0","0","-","0%","0%"
"*06uh5*","Adrian Belen","KC","RP","2131","FA","21","","0","0","-","0%","0%"
"*06tfz*","Marcos Belen","CLE","CF","2132","FA","19","","0","0","-","0%","0%"
"*051di*","Jeff Belge","(N/A)","SP","2133","FA","28","","0","0","-","0%","0%"
"*06hto*","Nigel Belgrave","MIA","RP","2134","FA","23","","0","0","-","1%","0%"
"*0515u*","Brock Bell","(N/A)","RP","2135","FA","27","","0","0","-","0%","0%"
"*06tlg*","Ethan Bell","CHC","RP","2136","FA","23","","0","0","-","0%","0%"
"*07304*","Greyson Bell","(N/A)","SP","2137","FA","15","","0","0","-","0%","0%"
"*06h1p*","Luke Bell","CHW","RP","2138","FA","25","","0","0","-","0%","0%"
"*06kx5*","Talan Bell","(N/A)","SP","2139","FA","20","","0","0","-","0%","0%"
"*06nu9*","Tyler Bell","(N/A)","SS","2140","FA","20","","0","0","-","1%","0%"
"*02hc5*","Andrew Bellatti","(N/A)","RP","2141","FA","34","","0","0","-","0%","0%"
"*06rhe*","Adrian Bello","MIA","C","2142","FA","19","","0","0","-","0%","0%"
"*06uwb*","Angel Bello","CHW","SP","2143","FA","19","","0","0","-","0%","0%"
"*06vy9*","Carlos Bello","NYY","2B","2144","FA","18","@SF Wed 8:05PM","0","0","-","0%","0%"
"*05nss*","Erick Bello","(N/A)","RP","2145","FA","23","","0","0","-","0%","0%"
"*06mmn*","Jose Bello","BOS","SP,RP","2146","FA","20","","0","0","-","4%","0%"
"*06p4m*","Juan Bello","HOU","SP,RP","2147","FA","21","","0","0","-","1%","0%"
"*0700v*","Rony Bello","WSH","2B","2148","FA","18","","0","0","-","0%","0%"
"*06cp7*","Gustavo Beltran","(N/A)","SS","2149","FA","20","","0","0","-","0%","0%"
"*06ukw*","Jeiki Beltran","(N/A)","RP","2150","FA","22","","0","0","-","0%","0%"
"*06ukv*","Luis Beltran","BAL","RP","2151","FA","21","","0","0","-","0%","0%"
"*061qu*","Nolan Beltran","PHI","SS","2152","FA","21","","0","0","-","0%","0%"
"*06icc*","Eduardo Beltre","MIN","CF,RF","2153","FA","19","","0","0","-","13%","0%"
"*05m1d*","Manuel Beltre","TOR","SS","2154","FA","21","","0","0","-","4%","0%"
"*06rok*","Cade Belyeu","(N/A)","LF","2155","FA","21","","0","0","-","0%","0%"
"*06mpu*","Max Belyeu","COL","RF","2156","FA","22","","0","0","-","8%","0%"
"*06rtd*","Carlos Benavides","DET","C,1B","2157","FA","18","","0","0","-","0%","0%"
"*067yb*","Cristian Benavides","(N/A)","SS","2158","FA","20","","0","0","-","0%","0%"
"*05j8t*","Ruben Benavides","(N/A)","C","2159","FA","24","","0","0","-","0%","0%"
"*066dr*","Justin Bench","(N/A)","2B","2160","FA","26","","0","0","-","0%","0%"
"*05ykx*","Frederick Bencosme","BAL","2B,SS","2161","FA","23","","0","0","-","2%","0%"
"*05ygl*","Colton Bender","(N/A)","C","2162","FA","27","","0","0","-","0%","0%"
"*06id1*","Derek Bender","(N/A)","1B","2163","FA","23","","0","0","-","0%","0%"
"*06htk*","Spencer Bengard","MIN","RP","2164","FA","23","","0","0","-","0%","0%"
"*061zf*","Angel Benitez","NYY","SP","2165","FA","22","@SF Wed 8:05PM","0","0","-","1%","0%"
"*05u32*","Diego Benitez","(N/A)","1B","2166","FA","21","","0","0","-","2%","0%"
"*05iyn*","Johan Benitez","(N/A)","SS","2167","FA","22","","0","0","-","0%","0%"
"*04ek0*","Jorge Benitez","(N/A)","RP","2168","FA","26","","0","0","-","0%","0%"
"*06bs9*","Keyner Benitez","MIA","SP","2169","FA","19","","0","0","-","5%","0%"
"*06uwa*","Sthiven Benitez","KC","RP","2170","FA","21","","0","0","-","0%","0%"
"*06l3n*","Yoxander Benitez","SF","LF","2171","FA","19","NYY Wed 8:05PM","0","0","-","0%","0%"
"*062hw*","Juan Benjamin","CLE","2B,3B","2172","FA","22","","0","0","-","0%","0%"
"*03de6*","Wes Benjamin","(N/A)","SP","2173","FA","32","","0","0","-","0%","0%"
"*060i2*","Jake Bennett","BOS","SP","2174","FA","25","","0","2","464.6","21%","0%"
"*0514e*","Nick Bennett","(N/A)","RP","2175","FA","28","","0","0","-","0%","0%"
"*06hnq*","Pierce Bennett","(N/A)","2B","2176","FA","24","","0","0","-","0%","0%"
"*05yd6*","Donovan Benoit","(N/A)","SP","2177","FA","27","","0","0","-","0%","0%"
"*05y64*","Cooper Benson","(N/A)","SP","2178","FA","25","","0","0","-","0%","0%"
"*072e0*","Chase Bentley","MIL","SP","2179","FA","18","","0","0","-","1%","0%"
"*051b9*","Trey Benton","(N/A)","RP","2180","FA","27","","0","0","-","0%","0%"
"*06r24*","Alendry Benua","(N/A)","RP","2181","FA","20","","0","0","-","0%","0%"
"*06meb*","Alexander Benua","ARI","LF,RF","2182","FA","22","","0","0","-","0%","0%"
"*06807*","Alvaro Benua","LAD","RP","2183","FA","23","","0","0","-","0%","0%"
"*06jfi*","Alfredo Benzan","ARI","CF","2184","FA","18","","0","0","-","1%","0%"
"*06qix*","Jadon Bercovich","TB","RP","2185","FA","23","","0","0","-","0%","0%"
"*06qv2*","Derek Berg","PIT","C,1B","2186","FA","24","","0","0","-","0%","0%"
"*051ap*","Adam Berghorst","(N/A)","SP,RP","2187","FA","25","","0","0","-","0%","0%"
"*05y5m*","Jesse Bergin","MIA","RP","2188","FA","26","","0","0","-","0%","0%"
"*04ptc*","Michael Berglund","(N/A)","C","2189","FA","28","","0","0","-","0%","0%"
"*0410p*","Austin Bergner","TEX","SP,RP","2190","FA","28","","0","0","-","0%","0%"
"*05w8l*","William Bergolla","CHW","SS","2191","FA","21","","0","0","-","9%","0%"
"*051wu*","Victor Bericoto","SF","1B,RF","2192","FA","24","NYY Wed 8:05PM","0","1","462.6","3%","0%"
"*05rd2*","Stevie Berman","(N/A)","C","2193","FA","31","","0","0","-","0%","0%"
"*04q5u*","Jonathan Bermudez","(N/A)","SP","2194","FA","30","","0","0","-","0%","0%"
"*060yf*","Jonatan Bernal","ARI","SP,RP","2195","FA","23","","0","0","-","0%","0%"
"*05rcw*","Leonardo Bernal","STL","C","2196","FA","22","","0","2","465.6","23%","0%"
"*0633e*","Derek Bernard","COL","LF,RF","2197","FA","20","","0","0","-","2%","0%"
"*03eq5*","Wynton Bernard","(N/A)","LF,CF,RF","2198","FA","35","","0","0","-","0%","0%"
"*06uh4*","Logan Berrier","DET","RP","2199","FA","25","","0","0","-","0%","0%"
"*04es4*","Osvaldo Berrios","BOS","RP","2200","FA","26","","0","0","-","0%","0%"
"*071ma*","Wilner Berroteran","LAA","SP","2201","FA","18","","0","0","-","0%","0%"
"*06zg2*","Caleb Berry","(N/A)","C","2202","FA","24","","0","0","-","0%","0%"
"*05t5m*","Jacob Berry","MIA","2B,3B,RF","2203","FA","24","","0","0","-","12%","0%"
"*06hx9*","Jake Berry","CLE","RP","2204","FA","24","","0","0","-","0%","0%"
"*0519x*","Luke Berryhill","(N/A)","C","2205","FA","27","","0","0","-","0%","0%"
"*06685*","John Michael Bertrand","SF","SP","2206","FA","28","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06f16*","Jay Beshears","MIA","1B,3B","2207","FA","23","","0","0","-","1%","0%"
"*05u9x*","Justin Best","(N/A)","CF","2208","FA","21","","0","0","-","0%","0%"
"*06zaw*","Liam Best","STL","SP,RP","2209","FA","22","","0","0","-","0%","0%"
"*06rl6*","Jhostin Betances","LAA","SP","2210","FA","19","","0","0","-","0%","0%"
"*06v28*","Yelinson Betances","LAA","CF","2211","FA","18","","0","0","-","0%","0%"
"*0626r*","Bryant Betancourt","COL","C","2212","FA","22","","0","0","-","1%","0%"
"*04vem*","Carlos Betancourt","(N/A)","SP","2213","FA","24","","0","0","-","0%","0%"
"*06ib0*","Joswal Betancourt","(N/A)","RP","2214","FA","20","","0","0","-","0%","0%"
"*05vyo*","Wilson Betemit Jr.","(N/A)","SP","2215","FA","22","","0","0","-","0%","0%"
"*06zs7*","Freiker Betencourt","CHC","CF","2216","FA","17","","0","0","-","0%","0%"
"*01sci*","Christian Bethancourt","CHC","C","2217","FA","34","","0","0","-","1%","0%"
"*0426s*","Trevor Bettencourt","(N/A)","SP,RP","2218","FA","31","","0","0","-","0%","0%"
"*06647*","Ben Beutel","(N/A)","SP","2219","FA","26","","0","0","-","0%","0%"
"*0425r*","Dylan Bice","(N/A)","SP,RP","2220","FA","28","","0","0","-","0%","0%"
"*06qki*","Calvin Bickerstaff","BOS","RP","2221","FA","24","","0","0","-","0%","0%"
"*03109*","Phil Bickford","DET","RP","2222","FA","30","","0","0","-","1%","0%"
"*064nn*","Nick Biddison","PHI","3B","2223","FA","25","","0","0","-","0%","0%"
"*06r06*","Anderson Bido","(N/A)","RP","2224","FA","26","","0","0","-","0%","0%"
"*06uku*","Merlin Bido","BOS","SP","2225","FA","20","","0","0","-","0%","0%"
"*06ex9*","Brandan Bidois","PIT","RP","2226","FA","24","","0","1","463","8%","0%"
"*04el1*","Brandon Bielak","(N/A)","RP","2227","FA","29","","0","0","-","0%","0%"
"*051i7*","Michael Bienlien","(N/A)","RP","2228","FA","27","","0","0","-","0%","0%"
"*06r25*","Frediry Bierd","(N/A)","RP","2229","FA","22","","0","0","-","0%","0%"
"*05y9s*","Gabe Bierman","MIA","RP","2230","FA","26","","0","0","-","0%","0%"
"*05ylo*","Justice Bigbie","DET","LF,RF","2231","FA","27","","0","0","-","4%","0%"
"*04ptb*","Jax Biggers","HOU","2B","2232","FA","28","","0","0","-","0%","0%"
"*070ce*","George Bilecki","SD","RF","2233","FA","22","","0","0","-","0%","0%"
"*070d5*","Denton Biller","BAL","RP","2234","FA","21","","0","0","-","0%","0%"
"*04pwm*","Jason Bilous","(N/A)","SP","2235","FA","28","","0","0","-","0%","0%"
"*06qo9*","Jacob Bimbi","PIT","RP","2236","FA","23","","0","0","-","0%","0%"
"*05gs9*","Alex Binelas","PHI","1B","2237","FA","25","","0","0","-","3%","0%"
"*0701t*","Ethin Bingaman","(N/A)","SP","2238","FA","19","","0","0","-","0%","0%"
"*05yo3*","Malik Binns","PHI","SP","2239","FA","27","","0","0","-","0%","0%"
"*06f1p*","Ryan Birchard","MIL","SP","2240","FA","22","","0","0","-","2%","0%"
"*05jr4*","Brandon Birdsell","CHC","SP","2241","FA","25","","0","0","-","6%","0%"
"*06r0k*","Reid Birlingmair","(N/A)","SP","2242","FA","29","","0","0","-","0%","0%"
"*06qyo*","Kyle Bischoff","MIN","RP","2243","FA","26","","0","0","-","0%","0%"
"*04yrm*","Braylon Bishop","(N/A)","LF","2244","FA","22","","0","0","-","0%","0%"
"*04267*","Hunter Bishop","(N/A)","RF","2245","FA","27","","0","0","-","2%","0%"
"*05yed*","Eric Bitonti","MIL","1B","2246","FA","20","","0","0","-","23%","0%"
"*05g4l*","Nick Bitsko","(N/A)","SP,RP","2247","FA","23","","0","0","-","3%","0%"
"*06zav*","Tucker Biven","WSH","RP","2248","FA","22","","0","0","-","0%","0%"
"*02mzi*","Ty Blach","(N/A)","SP","2249","FA","35","","0","0","-","0%","0%"
"*05y4s*","JoJo Blackmon","(N/A)","CF","2250","FA","22","","0","0","-","0%","0%"
"*06htz*","Benjamin Blackwell","(N/A)","SS","2251","FA","26","","0","0","-","0%","0%"
"*041y9*","Nolan Blackwood","(N/A)","RP","2252","FA","30","","0","0","-","0%","0%"
"*06utd*","Alec Blair","(N/A)","CF","2253","FA","19","","0","0","-","0%","0%"
"*073kf*","Ben Blair","(N/A)","SP","2254","FA","20","","0","0","-","0%","0%"
"*06hha*","Andy Blake","(N/A)","3B","2255","FA","25","","0","0","-","0%","0%"
"*05llu*","Werner Blakely","(N/A)","CF","2256","FA","24","","0","0","-","1%","0%"
"*06r6p*","Wilmer Blanca","TOR","LF","2257","FA","19","","0","0","-","0%","0%"
"*0516u*","Jason Blanchard","(N/A)","SP,RP","2258","FA","28","","0","0","-","0%","0%"
"*05yci*","Tony Blanco Jr.","PIT","1B","2259","FA","20","","0","0","-","16%","0%"
"*072ob*","Fabricio Blanco","TB","SS","2260","FA","17","","0","0","-","9%","0%"
"*06meg*","Geyber Blanco","(N/A)","2B","2261","FA","19","","0","0","-","0%","0%"
"*066qz*","Hader Blanco","(N/A)","RP","2262","FA","21","","0","0","-","0%","0%"
"*06hyq*","Kennew Blanco","TOR","SS","2263","FA","18","","0","0","-","1%","0%"
"*06qy8*","Pedro Blanco","ARI","1B","2264","FA","18","","0","0","-","0%","0%"
"*06rnu*","Sebastian Blanco","COL","SS","2265","FA","18","","0","0","-","1%","0%"
"*06umf*","Wilmer Blanco","PHI","SP","2266","FA","22","","0","0","-","0%","0%"
"*03d6u*","Alex Blandino","(N/A)","1B","2267","FA","33","","0","0","-","0%","0%"
"*03qk2*","Travis Blankenhorn","LAA","LF","2268","FA","29","","0","0","-","0%","0%"
"*06r1g*","Alejandro Blasco","CLE","LF","2269","FA","18","","0","0","-","0%","0%"
"*06ood*","Nathan Blasick","COL","RP","2270","FA","24","","0","0","-","0%","0%"
"*05m1c*","Miguel Bleis","BOS","CF,RF","2271","FA","22","","0","0","-","19%","0%"
"*051ct*","A.J. Block","(N/A)","SP","2272","FA","27","","0","0","-","0%","0%"
"*06qhq*","Adam Bloebaum","WSH","RP","2273","FA","24","","0","0","-","0%","0%"
"*05mrr*","Jack Blomgren","TEX","SS","2274","FA","27","","0","0","-","0%","0%"
"*06dqi*","Jake Bloss","TOR","SP","2275","FA","24","","0","1","462.3","18%","0%"
"*06qqv*","Josh Blum","NYM","RP","2276","FA","22","","0","0","-","0%","0%"
"*06u79*","Miguelangel Boadas","MIN","SP","2277","FA","23","","0","0","-","0%","0%"
"*06ugs*","Dennis Boatman","(N/A)","RP","2278","FA","26","","0","0","-","0%","0%"
"*06h1o*","Jake Bockenstedt","CHW","SP,RP","2279","FA","26","","0","0","-","0%","0%"
"*07033*","Harrison Bodendorf","CLE","SP","2280","FA","22","","0","0","-","0%","0%"
"*06c5r*","Caden Bodine","TB","C","2281","FA","22","","0","0","-","17%","0%"
"*06qis*","Gage Boehm","SEA","RP","2282","FA","24","","0","0","-","0%","0%"
"*06mt2*","Jeziel Boekhoudt","(N/A)","RP","2283","FA","19","","0","0","-","0%","0%"
"*06qtu*","Bryce Boettcher","HOU","CF","2284","FA","23","","0","0","-","0%","0%"
"*06dnb*","Mike Boeve","MIL","1B","2285","FA","23","","0","0","-","10%","0%"
"*06ms1*","Caden Bogenpohl","(N/A)","CF","2286","FA","20","","0","0","-","0%","0%"
"*06ltf*","Adrian Bohorquez","MIN","SP","2287","FA","21","","0","0","-","4%","0%"
"*05gx3*","Jace Bohrofen","TOR","LF,RF","2288","FA","24","","0","0","-","2%","0%"
"*05tzh*","Branden Boissiere","WSH","1B","2289","FA","25","","0","0","-","1%","0%"
"*06zg1*","Jake Bold","SD","C","2290","FA","22","","0","0","-","0%","0%"
"*04eot*","Caleb Bolden","BOS","SP,RP","2291","FA","27","","0","0","-","0%","0%"
"*072cs*","Carson Bolemon","(N/A)","SP","2292","FA","18","","0","0","-","2%","0%"
"*072dv*","Grayson Boles","KC","SP","2293","FA","19","","0","0","-","1%","0%"
"*06c85*","Andrew Bolivar","STL","RP","2294","FA","20","","0","0","-","0%","0%"
"*06sbh*","Angel Bolivar","(N/A)","SP","2295","FA","20","","0","0","-","0%","0%"
"*05rhc*","Luis Bolivar","(N/A)","LF","2296","FA","22","","0","0","-","0%","0%"
"*072vu*","Manuel Bolivar","DET","C","2297","FA","17","","0","0","-","1%","0%"
"*06ak8*","Mason Bolivar","(N/A)","CF","2298","FA","19","","0","0","-","0%","0%"
"*06mw4*","Moises Bolivar","LAD","3B","2299","FA","18","","0","0","-","0%","0%"
"*06hiq*","Matthew Bollenbacher","(N/A)","RP","2300","FA","26","","0","0","-","0%","0%"
"*03qkd*","Skye Bolt","(N/A)","RF","2301","FA","32","","0","0","-","0%","0%"
"*04ehs*","Cody Bolton","HOU","SP","2302","FA","27","","0","0","-","1%","0%"
"*06o14*","Yander Bonaci","BOS","RP","2303","FA","19","","0","0","-","0%","0%"
"*064nt*","Bo Bonds","TOR","RP","2304","FA","25","","0","0","-","0%","0%"
"*06rue*","Peyton Bonds","(N/A)","CF","2305","FA","20","","0","0","-","0%","0%"
"*06hea*","Caleb Bonemer","CHW","3B,SS","2306","FA","20","","0","0","460.2","56%","0%"
